max_depth,n_estimators,subsample,CrossValidations,Measurement,Drug,Concentration_Original,Concetration,Training Spearman,Validation Spearman,Training MAE,Validation MAE
1,60,0.8,1,GrowthYield,KAN,4,1,0.466959806,0.233577797,0.39893481,0.429939738
1,60,0.8,1,DoublingTime,KAN,8,2,0.577306381,0.343124043,0.14723235,0.151449308
1,60,0.8,1,GrowthYield,KAN,8,2,0.608690699,0.422938676,0.799026646,0.85631425
1,60,0.8,1,DoublingTime,KAN,16,3,0.634025136,0.433887082,0.245621628,0.248567785
1,60,0.8,1,GrowthYield,KAN,16,3,0.603991034,0.434375139,1.25851379,1.418461045
1,60,0.8,1,DoublingTime,TET,0.3,1,0.555972411,0.352960602,0.15008001,0.153622376
1,60,0.8,1,GrowthYield,TET,0.3,1,0.54172648,0.271408948,0.362840538,0.372056828
1,60,0.8,1,DoublingTime,TET,0.6,2,0.488224422,0.246102067,0.218280968,0.229278515
1,60,0.8,1,GrowthYield,TET,0.6,2,0.556447451,0.347297715,0.812559878,0.847432303
1,60,0.8,1,DoublingTime,TET,1.25,3,0.629887418,0.439738754,0.328580444,0.335778131
1,60,0.8,1,GrowthYield,TET,1.25,3,0.544498205,0.331005986,1.362988291,1.432286655
1,60,0.8,1,DoublingTime,TRIM,0.125,1,0.520771336,0.317837913,0.148984006,0.161877997
1,60,0.8,1,GrowthYield,TRIM,0.125,1,0.546307623,0.455607823,0.634041513,0.704431279
1,60,0.8,1,DoublingTime,TRIM,0.25,2,0.570669628,0.383889946,0.145812897,0.166413893
1,60,0.8,1,GrowthYield,TRIM,0.25,2,0.544957275,0.416083558,0.877704523,0.933298701
1,60,0.8,1,DoublingTime,TRIM,0.5,3,0.469692873,0.285073797,0.157492109,0.168813186
1,60,0.8,1,GrowthYield,TRIM,0.5,3,0.576049705,0.462186056,1.208434505,1.324212089
1,60,0.8,2,DoublingTime,NoAntimicrbial,NA,2,0.514098506,0.429139022,0.239877527,0.260021289
1,60,0.8,2,GrowthYield,NoAntimicrbial,NA,2,0.581952025,0.313144608,0.520296415,0.620414926
1,60,0.8,2,DoublingTime,CAM,0.5,1,0.431532424,0.130739889,0.126464035,0.133405692
1,60,0.8,2,GrowthYield,CAM,0.5,1,0.441544251,0.338254238,0.19902416,0.208423196
1,60,0.8,2,DoublingTime,CAM,1,2,0.467069765,0.01902043,0.123526969,0.1307703
1,60,0.8,2,GrowthYield,CAM,1,2,0.536725507,0.288539747,0.279435546,0.3329997
1,60,0.8,2,DoublingTime,CAM,2,3,0.528794881,0.160259875,0.186899227,0.213791865
1,60,0.8,2,GrowthYield,CAM,2,3,0.583982799,0.371208957,0.510197214,0.60126293
1,60,0.8,2,DoublingTime,CIP,0.002,1,0.496087026,0.242693246,0.107726874,0.124545319
1,60,0.8,2,GrowthYield,CIP,0.002,1,0.505589965,0.151636301,0.210110366,0.235225624
1,60,0.8,2,DoublingTime,CIP,0.004,2,0.539942713,0.240898026,0.150804506,0.167724199
1,60,0.8,2,GrowthYield,CIP,0.004,2,0.518644463,0.347387098,0.461600197,0.485798568
1,60,0.8,2,DoublingTime,CIP,0.008,3,0.477003279,0.160654136,0.109903239,0.119708754
1,60,0.8,2,GrowthYield,CIP,0.008,3,0.641786636,0.597343188,0.72713462,0.763507832
1,60,0.8,2,DoublingTime,CTX,0.5,1,0.555487515,0.309615642,0.131354639,0.13127794
1,60,0.8,2,GrowthYield,CTX,0.5,1,0.700369446,0.639814431,1.214050316,1.226622246
1,60,0.8,2,DoublingTime,CTX,1,2,0.56268903,0.300901438,0.119052037,0.1186232
1,60,0.8,2,GrowthYield,CTX,1,2,0.694879371,0.643891803,1.318484397,1.288425582
1,60,0.8,2,DoublingTime,CTX,2,3,0.62222014,0.505555539,0.147737848,0.146063615
1,60,0.8,2,GrowthYield,CTX,2,3,0.688055845,0.628923692,1.46586759,1.38577529
1,60,0.8,2,DoublingTime,KAN,4,1,0.410966856,0.113926889,0.101500086,0.107698795
1,60,0.8,2,GrowthYield,KAN,4,1,0.497150823,0.254808563,0.395234011,0.445211284
1,60,0.8,2,DoublingTime,KAN,8,2,0.550578852,0.392723713,0.144426218,0.166310889
1,60,0.8,2,GrowthYield,KAN,8,2,0.598514501,0.508940771,0.786850032,0.868900207
1,60,0.8,2,DoublingTime,KAN,16,3,0.60700328,0.561955491,0.237633057,0.26955564
1,60,0.8,2,GrowthYield,KAN,16,3,0.599975378,0.528091592,1.267031748,1.38998024
1,60,0.8,2,DoublingTime,TET,0.3,1,0.545424302,0.380396343,0.147561415,0.165891833
1,60,0.8,2,GrowthYield,TET,0.3,1,0.5268048,0.325975186,0.355029253,0.39186367
1,60,0.8,2,DoublingTime,TET,0.6,2,0.53669005,0.209416428,0.210811788,0.243539785
1,60,0.8,2,GrowthYield,TET,0.6,2,0.552478486,0.404397921,0.804333335,0.886385973
1,60,0.8,2,DoublingTime,TET,1.25,3,0.613917505,0.546188559,0.322464192,0.369516502
1,60,0.8,2,GrowthYield,TET,1.25,3,0.544829829,0.348633633,1.34482996,1.485459178
1,60,0.8,2,DoublingTime,TRIM,0.125,1,0.517029547,0.321044013,0.148023811,0.162499945
1,60,0.8,2,GrowthYield,TRIM,0.125,1,0.57821613,0.332643735,0.625766288,0.725917255
1,60,0.8,2,DoublingTime,TRIM,0.25,2,0.563941763,0.431191864,0.148443915,0.156132916
1,60,0.8,2,GrowthYield,TRIM,0.25,2,0.584320153,0.284905943,0.852918083,0.963125816
1,60,0.8,2,DoublingTime,TRIM,0.5,3,0.470083019,0.138353695,0.156927621,0.17383574
1,60,0.8,2,GrowthYield,TRIM,0.5,3,0.600694287,0.397153014,1.185974873,1.371452082
1,60,0.8,3,DoublingTime,NoAntimicrbial,NA,2,0.54861635,0.260077968,0.241624235,0.256074785
1,60,0.8,3,GrowthYield,NoAntimicrbial,NA,2,0.554188984,0.234965671,0.525999757,0.589731369
1,60,0.8,3,DoublingTime,CAM,0.5,1,0.415960382,0.105232155,0.126951195,0.135513252
1,60,0.8,3,GrowthYield,CAM,0.5,1,0.428956427,0.330322878,0.20195002,0.20677805
1,60,0.8,3,DoublingTime,CAM,1,2,0.476085268,0.107477501,0.124199034,0.130675649
1,60,0.8,3,GrowthYield,CAM,1,2,0.456546758,0.375341249,0.291775733,0.313958194
1,60,0.8,3,DoublingTime,CAM,2,3,0.54825002,0.322322622,0.189577932,0.201822934
1,60,0.8,3,GrowthYield,CAM,2,3,0.543275382,0.422142287,0.533649346,0.566539716
