max_depth,n_estimators,subsample,CrossValidationSet,Measurement,Drug,Concentration_Original,Concentration,Validation Spearman,Training MAE,Validation MAE
3,30,1,3,DoublingTime,TRIM,0.125,1,0.453222555,0.134580576,0.161810302
3,30,1,3,GrowthYield,TRIM,0.125,1,0.535576593,0.52697591,0.637210041
3,30,1,3,DoublingTime,TRIM,0.25,2,0.522698273,0.134512768,0.148758695
3,30,1,3,GrowthYield,TRIM,0.25,2,0.550128458,0.689183342,0.89955946
3,30,1,3,DoublingTime,TRIM,0.5,3,0.46639149,0.143673995,0.172267291
3,30,1,3,GrowthYield,TRIM,0.5,3,0.61778256,0.8917606,1.102387369
3,30,1,4,DoublingTime,NoAntimicrbial,NA,2,0.376325088,0.209453796,0.259739484
3,30,1,4,GrowthYield,NoAntimicrbial,NA,2,0.498592347,0.486403598,0.548850437
3,30,1,4,DoublingTime,CAM,0.5,1,0.147893352,0.119755426,0.142125381
3,30,1,4,GrowthYield,CAM,0.5,1,0.357881866,0.17137997,0.233697338
3,30,1,4,DoublingTime,CAM,1,2,0.172822448,0.11947618,0.136908366
3,30,1,4,GrowthYield,CAM,1,2,0.39973417,0.258912237,0.292862273
3,30,1,4,DoublingTime,CAM,2,3,0.297760329,0.177703844,0.208268473
3,30,1,4,GrowthYield,CAM,2,3,0.511150698,0.458962497,0.507932092
3,30,1,4,DoublingTime,CIP,0.002,1,0.277399277,0.106754191,0.119565643
3,30,1,4,GrowthYield,CIP,0.002,1,0.175477651,0.204327633,0.230549909
3,30,1,4,DoublingTime,CIP,0.004,2,0.272330879,0.138073839,0.163422396
3,30,1,4,GrowthYield,CIP,0.004,2,0.348265607,0.433225969,0.527830841
3,30,1,4,DoublingTime,CIP,0.008,3,0.147230031,0.104270104,0.123993268
3,30,1,4,GrowthYield,CIP,0.008,3,0.576385633,0.641400611,0.827740518
3,30,1,4,DoublingTime,CTX,0.5,1,0.379514901,0.121178131,0.13622724
3,30,1,4,GrowthYield,CTX,0.5,1,0.65755294,0.793070192,1.073817052
3,30,1,4,DoublingTime,CTX,1,2,0.364653604,0.109964212,0.121734163
3,30,1,4,GrowthYield,CTX,1,2,0.663362739,0.861896407,1.170481985
3,30,1,4,DoublingTime,CTX,2,3,0.597012186,0.126273212,0.141980127
3,30,1,4,GrowthYield,CTX,2,3,0.672068546,0.912277708,1.212529244
3,30,1,4,DoublingTime,KAN,4,1,-0.021783962,0.095620938,0.117340768
3,30,1,4,GrowthYield,KAN,4,1,0.3980058,0.365941592,0.399074495
3,30,1,4,DoublingTime,KAN,8,2,0.427666295,0.129541732,0.162495441
3,30,1,4,GrowthYield,KAN,8,2,0.566568348,0.672854858,0.756824994
3,30,1,4,DoublingTime,KAN,16,3,0.521917684,0.204324711,0.261143675
3,30,1,4,GrowthYield,KAN,16,3,0.52383003,1.046720171,1.163190223
3,30,1,4,DoublingTime,TET,0.3,1,0.355248161,0.135597891,0.162641225
3,30,1,4,GrowthYield,TET,0.3,1,0.582362849,0.290968299,0.32312873
3,30,1,4,DoublingTime,TET,0.6,2,0.302883757,0.195378495,0.231270637
3,30,1,4,GrowthYield,TET,0.6,2,0.604438416,0.614397054,0.702851863
3,30,1,4,DoublingTime,TET,1.25,3,0.65360689,0.24911547,0.294167732
3,30,1,4,GrowthYield,TET,1.25,3,0.64731002,0.914213691,1.013033923
3,30,1,4,DoublingTime,TRIM,0.125,1,0.333066267,0.13152968,0.159270891
3,30,1,4,GrowthYield,TRIM,0.125,1,0.520175988,0.529012514,0.612603412
3,30,1,4,DoublingTime,TRIM,0.25,2,0.462645624,0.12727513,0.161073903
3,30,1,4,GrowthYield,TRIM,0.25,2,0.502603679,0.695780855,0.821213681
3,30,1,4,DoublingTime,TRIM,0.5,3,0.263040195,0.145054044,0.163363034
3,30,1,4,GrowthYield,TRIM,0.5,3,0.574859522,0.90093914,1.035079676
3,60,0.8,1,DoublingTime,NoAntimicrbial,NA,2,0.489015524,0.184822817,0.251782107
3,60,0.8,1,GrowthYield,NoAntimicrbial,NA,2,0.449652037,0.430928204,0.525794856
3,60,0.8,1,DoublingTime,CAM,0.5,1,0.175778543,0.104477057,0.135743284
3,60,0.8,1,GrowthYield,CAM,0.5,1,0.209155088,0.158457214,0.212298481
3,60,0.8,1,DoublingTime,CAM,1,2,0.066817176,0.100433325,0.144949069
3,60,0.8,1,GrowthYield,CAM,1,2,0.372306145,0.234352491,0.309313207
3,60,0.8,1,DoublingTime,CAM,2,3,0.405997586,0.156459088,0.195155121
3,60,0.8,1,GrowthYield,CAM,2,3,0.530566052,0.397058256,0.535523838
3,60,0.8,1,DoublingTime,CIP,0.002,1,0.218629993,0.09106547,0.120736266
3,60,0.8,1,GrowthYield,CIP,0.002,1,0.120005084,0.175605238,0.219708671
3,60,0.8,1,DoublingTime,CIP,0.004,2,0.223059143,0.121164974,0.173496658
3,60,0.8,1,GrowthYield,CIP,0.004,2,0.361323853,0.368661517,0.483098591
3,60,0.8,1,DoublingTime,CIP,0.008,3,0.201314754,0.091484524,0.114022742
3,60,0.8,1,GrowthYield,CIP,0.008,3,0.605866458,0.565345088,0.794833444
3,60,0.8,1,DoublingTime,CTX,0.5,1,0.413755403,0.106090166,0.135899057
3,60,0.8,1,GrowthYield,CTX,0.5,1,0.719090404,0.720047361,0.954680008
3,60,0.8,1,DoublingTime,CTX,1,2,0.333662795,0.094819765,0.125935895
3,60,0.8,1,GrowthYield,CTX,1,2,0.709990848,0.762610807,0.998019842
3,60,0.8,1,DoublingTime,CTX,2,3,0.558430701,0.110234911,0.149868191
3,60,0.8,1,GrowthYield,CTX,2,3,0.704685172,0.797927256,1.147070917
3,60,0.8,1,DoublingTime,KAN,4,1,0.009752193,0.086965282,0.11205838
3,60,0.8,1,GrowthYield,KAN,4,1,0.433130167,0.30369454,0.407308068
3,60,0.8,1,DoublingTime,KAN,8,2,0.369911278,0.116007995,0.14718515
3,60,0.8,1,GrowthYield,KAN,8,2,0.581584435,0.553771862,0.709704143
3,60,0.8,1,DoublingTime,KAN,16,3,0.534711916,0.18255242,0.231850286
3,60,0.8,1,GrowthYield,KAN,16,3,0.528908822,0.860072836,1.189074741
3,60,0.8,1,DoublingTime,TET,0.3,1,0.373248678,0.119724668,0.153731168
3,60,0.8,1,GrowthYield,TET,0.3,1,0.516705438,0.25510015,0.316763103
3,60,0.8,1,DoublingTime,TET,0.6,2,0.293031545,0.170005387,0.229953374
3,60,0.8,1,GrowthYield,TET,0.6,2,0.58004158,0.536197372,0.687834862
3,60,0.8,1,DoublingTime,TET,1.25,3,0.640535897,0.214330381,0.27676862
3,60,0.8,1,GrowthYield,TET,1.25,3,0.630336367,0.790063505,1.005310546
3,60,0.8,1,DoublingTime,TRIM,0.125,1,0.395747543,0.115020185,0.156396811
3,60,0.8,1,GrowthYield,TRIM,0.125,1,0.684460409,0.453770088,0.588470144
3,60,0.8,1,DoublingTime,TRIM,0.25,2,0.474196528,0.111085266,0.155039266
3,60,0.8,1,GrowthYield,TRIM,0.25,2,0.630181658,0.608382032,0.75592407
3,60,0.8,1,DoublingTime,TRIM,0.5,3,0.343394043,0.125242217,0.166674371
3,60,0.8,1,GrowthYield,TRIM,0.5,3,0.677096516,0.789471529,1.025922087
3,60,0.8,2,DoublingTime,NoAntimicrbial,NA,2,0.449364207,0.186542673,0.260469158
3,60,0.8,2,GrowthYield,NoAntimicrbial,NA,2,0.414257852,0.403757773,0.593318469
3,60,0.8,2,DoublingTime,CAM,0.5,1,0.141231235,0.107978841,0.139240138
3,60,0.8,2,GrowthYield,CAM,0.5,1,0.388545351,0.158766654,0.204295152
3,60,0.8,2,DoublingTime,CAM,1,2,0.032864099,0.103361973,0.134319359
3,60,0.8,2,GrowthYield,CAM,1,2,0.419939188,0.216349175,0.302820431
3,60,0.8,2,DoublingTime,CAM,2,3,0.305766499,0.150486526,0.213467145
3,60,0.8,2,GrowthYield,CAM,2,3,0.537889243,0.388486177,0.539057804
3,60,0.8,2,DoublingTime,CIP,0.002,1,0.214949734,0.086636005,0.127912271
3,60,0.8,2,GrowthYield,CIP,0.002,1,0.168285267,0.174101103,0.232269163
3,60,0.8,2,DoublingTime,CIP,0.004,2,0.264667661,0.117681937,0.166094894
3,60,0.8,2,GrowthYield,CIP,0.004,2,0.325852441,0.366563771,0.487511021
3,60,0.8,2,DoublingTime,CIP,0.008,3,0.104577713,0.090179928,0.122446778
3,60,0.8,2,GrowthYield,CIP,0.008,3,0.600418295,0.57018239,0.765066486
3,60,0.8,2,DoublingTime,CTX,0.5,1,0.318022752,0.104253301,0.133179203
3,60,0.8,2,GrowthYield,CTX,0.5,1,0.737789007,0.718414825,0.929108064
3,60,0.8,2,DoublingTime,CTX,1,2,0.322141485,0.095654587,0.115558664
3,60,0.8,2,GrowthYield,CTX,1,2,0.72812268,0.766660141,0.970952974
3,60,0.8,2,DoublingTime,CTX,2,3,0.541024891,0.111241742,0.141493074
3,60,0.8,2,GrowthYield,CTX,2,3,0.732791457,0.836457548,1.010260236
3,60,0.8,2,DoublingTime,KAN,4,1,0.041231533,0.084676064,0.111585471
3,60,0.8,2,GrowthYield,KAN,4,1,0.40852687,0.305214131,0.413116855
3,60,0.8,2,DoublingTime,KAN,8,2,0.445814714,0.116130895,0.159520086
3,60,0.8,2,GrowthYield,KAN,8,2,0.648248546,0.577663498,0.735777516
3,60,0.8,2,DoublingTime,KAN,16,3,0.622969487,0.178684158,0.244166603
3,60,0.8,2,GrowthYield,KAN,16,3,0.676253172,0.899642742,1.118518291
3,60,0.8,2,DoublingTime,TET,0.3,1,0.420772729,0.118044833,0.163172408
3,60,0.8,2,GrowthYield,TET,0.3,1,0.532841389,0.251508212,0.340801517
3,60,0.8,2,DoublingTime,TET,0.6,2,0.329722435,0.166044058,0.233112132
3,60,0.8,2,GrowthYield,TET,0.6,2,0.592926767,0.519225712,0.747612239
3,60,0.8,2,DoublingTime,TET,1.25,3,0.668502085,0.205449687,0.30162606
3,60,0.8,2,GrowthYield,TET,1.25,3,0.582644601,0.771395849,1.102388612
3,60,0.8,2,DoublingTime,TRIM,0.125,1,0.37985721,0.113772971,0.160145643
3,60,0.8,2,GrowthYield,TRIM,0.125,1,0.490099211,0.435315477,0.643344202
3,60,0.8,2,DoublingTime,TRIM,0.25,2,0.512097837,0.112995982,0.148238369
3,60,0.8,2,GrowthYield,TRIM,0.25,2,0.496649409,0.574712773,0.832701443
3,60,0.8,2,DoublingTime,TRIM,0.5,3,0.294329533,0.122448875,0.168270282
3,60,0.8,2,GrowthYield,TRIM,0.5,3,0.584681215,0.749137078,1.096028371
3,60,0.8,3,DoublingTime,NoAntimicrbial,NA,2,0.319656921,0.1855221,0.246685577
3,60,0.8,3,GrowthYield,NoAntimicrbial,NA,2,0.340993838,0.405258534,0.568918111
3,60,0.8,3,DoublingTime,CAM,0.5,1,0.132436063,0.107752134,0.135055483
3,60,0.8,3,GrowthYield,CAM,0.5,1,0.348715695,0.160651083,0.204857567
3,60,0.8,3,DoublingTime,CAM,1,2,0.19751303,0.105634778,0.129389087
3,60,0.8,3,GrowthYield,CAM,1,2,0.413215634,0.226806601,0.307586661
3,60,0.8,3,DoublingTime,CAM,2,3,0.322737724,0.156523312,0.199882968
3,60,0.8,3,GrowthYield,CAM,2,3,0.5285772,0.404161546,0.518920422
3,60,0.8,3,DoublingTime,CIP,0.002,1,0.198549675,0.091484958,0.119778121
3,60,0.8,3,GrowthYield,CIP,0.002,1,0.175044474,0.173639979,0.241848715
3,60,0.8,3,DoublingTime,CIP,0.004,2,0.252621721,0.122777096,0.163186154
3,60,0.8,3,GrowthYield,CIP,0.004,2,0.315621792,0.376102937,0.495948868
3,60,0.8,3,DoublingTime,CIP,0.008,3,0.272083065,0.093408162,0.122114824
3,60,0.8,3,GrowthYield,CIP,0.008,3,0.562792774,0.568381723,0.76096739
3,60,0.8,3,DoublingTime,CTX,0.5,1,0.383427608,0.099042325,0.150045737
3,60,0.8,3,GrowthYield,CTX,0.5,1,0.705404823,0.706954898,0.952090637
3,60,0.8,3,DoublingTime,CTX,1,2,0.408366411,0.091201754,0.13610417
3,60,0.8,3,GrowthYield,CTX,1,2,0.717144058,0.752909485,1.00795519
3,60,0.8,3,DoublingTime,CTX,2,3,0.525639769,0.103411002,0.160971573
3,60,0.8,3,GrowthYield,CTX,2,3,0.710105818,0.799871219,1.099728085
3,60,0.8,3,DoublingTime,KAN,4,1,0.047039741,0.083256724,0.115289312
3,60,0.8,3,GrowthYield,KAN,4,1,0.301028652,0.301159983,0.445001986
3,60,0.8,3,DoublingTime,KAN,8,2,0.402539626,0.112947776,0.152737905
3,60,0.8,3,GrowthYield,KAN,8,2,0.47095887,0.536848785,0.816882173
3,60,0.8,3,DoublingTime,KAN,16,3,0.562321624,0.177390841,0.240445634
3,60,0.8,3,GrowthYield,KAN,16,3,0.50767857,0.838451544,1.182719014
3,60,0.8,3,DoublingTime,TET,0.3,1,0.443061905,0.117895418,0.158875786
3,60,0.8,3,GrowthYield,TET,0.3,1,0.561569751,0.251688118,0.339189429
3,60,0.8,3,DoublingTime,TET,0.6,2,0.401448316,0.177618468,0.211381712
3,60,0.8,3,GrowthYield,TET,0.6,2,0.63557224,0.539037596,0.647771207
3,60,0.8,3,DoublingTime,TET,1.25,3,0.703182794,0.21886136,0.268442962
3,60,0.8,3,GrowthYield,TET,1.25,3,0.584880618,0.793254904,1.027683956
3,60,0.8,3,DoublingTime,TRIM,0.125,1,0.472617512,0.116782814,0.156846364
3,60,0.8,3,GrowthYield,TRIM,0.125,1,0.585007178,0.450009057,0.619186417
3,60,0.8,3,DoublingTime,TRIM,0.25,2,0.485140694,0.117442627,0.151929072
3,60,0.8,3,GrowthYield,TRIM,0.25,2,0.576534269,0.598662685,0.872524769
3,60,0.8,3,DoublingTime,TRIM,0.5,3,0.47385116,0.125197219,0.165174723
3,60,0.8,3,GrowthYield,TRIM,0.5,3,0.653519268,0.76708889,1.066700183
3,60,0.8,4,DoublingTime,NoAntimicrbial,NA,2,0.344467247,0.175783586,0.259216987
3,60,0.8,4,GrowthYield,NoAntimicrbial,NA,2,0.442070163,0.420207927,0.539614322
3,60,0.8,4,DoublingTime,CAM,0.5,1,0.070161483,0.105502723,0.147038457
3,60,0.8,4,GrowthYield,CAM,0.5,1,0.380693632,0.151573593,0.2340231
3,60,0.8,4,DoublingTime,CAM,1,2,0.211676505,0.103504511,0.134088316
3,60,0.8,4,GrowthYield,CAM,1,2,0.40225007,0.228024362,0.300471822
3,60,0.8,4,DoublingTime,CAM,2,3,0.365709132,0.156716255,0.206271032
3,60,0.8,4,GrowthYield,CAM,2,3,0.512719879,0.39758779,0.505644813
3,60,0.8,4,DoublingTime,CIP,0.002,1,0.192134935,0.092017728,0.12262139
3,60,0.8,4,GrowthYield,CIP,0.002,1,0.165093385,0.176949667,0.230260605
3,60,0.8,4,DoublingTime,CIP,0.004,2,0.228760657,0.122243827,0.167436307
3,60,0.8,4,GrowthYield,CIP,0.004,2,0.379432437,0.366023501,0.507816424
3,60,0.8,4,DoublingTime,CIP,0.008,3,0.176572487,0.089756575,0.128103802
3,60,0.8,4,GrowthYield,CIP,0.008,3,0.561277496,0.555865898,0.825042815
3,60,0.8,4,DoublingTime,CTX,0.5,1,0.36080283,0.104484502,0.136035641
3,60,0.8,4,GrowthYield,CTX,0.5,1,0.658127245,0.683668697,1.04716077
3,60,0.8,4,DoublingTime,CTX,1,2,0.376012103,0.096191628,0.119643559
3,60,0.8,4,GrowthYield,CTX,1,2,0.687644011,0.726110122,1.126460673
3,60,0.8,4,DoublingTime,CTX,2,3,0.605292786,0.112365437,0.139781591
3,60,0.8,4,GrowthYield,CTX,2,3,0.684418539,0.801013633,1.202150383
3,60,0.8,4,DoublingTime,KAN,4,1,-0.041967944,0.082599572,0.118877672
3,60,0.8,4,GrowthYield,KAN,4,1,0.433537972,0.310527252,0.388954499
3,60,0.8,4,DoublingTime,KAN,8,2,0.447854506,0.113392861,0.163260153
3,60,0.8,4,GrowthYield,KAN,8,2,0.526116434,0.549917626,0.76225415
3,60,0.8,4,DoublingTime,KAN,16,3,0.568668838,0.17280718,0.252633693
3,60,0.8,4,GrowthYield,KAN,16,3,0.533182362,0.864646378,1.134643151
3,60,0.8,4,DoublingTime,TET,0.3,1,0.350648468,0.118733864,0.163973721
3,60,0.8,4,GrowthYield,TET,0.3,1,0.577951366,0.249482078,0.32612686
3,60,0.8,4,DoublingTime,TET,0.6,2,0.330007639,0.171538313,0.229029349
3,60,0.8,4,GrowthYield,TET,0.6,2,0.606262803,0.527892234,0.703093633
3,60,0.8,4,DoublingTime,TET,1.25,3,0.658633391,0.213835734,0.287770378
3,60,0.8,4,GrowthYield,TET,1.25,3,0.639944005,0.799242594,1.028177463
3,60,0.8,4,DoublingTime,TRIM,0.125,1,0.367232956,0.115620586,0.157420157
3,60,0.8,4,GrowthYield,TRIM,0.125,1,0.530065311,0.456037578,0.593992487
3,60,0.8,4,DoublingTime,TRIM,0.25,2,0.471935019,0.109088977,0.156300627
3,60,0.8,4,GrowthYield,TRIM,0.25,2,0.500753164,0.585340865,0.815334303
3,60,0.8,4,DoublingTime,TRIM,0.5,3,0.276720527,0.121970021,0.164763608
3,60,0.8,4,GrowthYield,TRIM,0.5,3,0.589788895,0.752939518,1.019214072
3,60,1,1,DoublingTime,NoAntimicrbial,NA,2,0.476164335,0.191777888,0.25660021
3,60,1,1,GrowthYield,NoAntimicrbial,NA,2,0.487214271,0.434102092,0.501544734
3,60,1,1,DoublingTime,CAM,0.5,1,0.147599389,0.107865083,0.134635346
3,60,1,1,GrowthYield,CAM,0.5,1,0.264261532,0.165420607,0.208936184
3,60,1,1,DoublingTime,CAM,1,2,0.059629255,0.104039222,0.143206749
3,60,1,1,GrowthYield,CAM,1,2,0.387953207,0.237211744,0.306011811
3,60,1,1,DoublingTime,CAM,2,3,0.426866828,0.161599845,0.194800779
3,60,1,1,GrowthYield,CAM,2,3,0.516467539,0.403892402,0.53950175
3,60,1,1,DoublingTime,CIP,0.002,1,0.275817132,0.092917911,0.118083817
3,60,1,1,GrowthYield,CIP,0.002,1,0.052364491,0.184884085,0.220940982
3,60,1,1,DoublingTime,CIP,0.004,2,0.302674799,0.124772698,0.168836804
3,60,1,1,GrowthYield,CIP,0.004,2,0.356434827,0.388209119,0.47972352
3,60,1,1,DoublingTime,CIP,0.008,3,0.151640644,0.095511937,0.115592381
3,60,1,1,GrowthYield,CIP,0.008,3,0.581248212,0.585203889,0.804814472
3,60,1,1,DoublingTime,CTX,0.5,1,0.382142692,0.10974509,0.138713939
3,60,1,1,GrowthYield,CTX,0.5,1,0.706463775,0.733113732,0.963470839
3,60,1,1,DoublingTime,CTX,1,2,0.323647642,0.097030592,0.127916968
3,60,1,1,GrowthYield,CTX,1,2,0.708330353,0.780906574,1.009991476
3,60,1,1,DoublingTime,CTX,2,3,0.580552913,0.112662637,0.148586276
3,60,1,1,GrowthYield,CTX,2,3,0.70753158,0.815012003,1.165180197
3,60,1,1,DoublingTime,KAN,4,1,0.035159754,0.08754454,0.111613883
3,60,1,1,GrowthYield,KAN,4,1,0.447820464,0.318088265,0.401095477
3,60,1,1,DoublingTime,KAN,8,2,0.369921262,0.121170339,0.150453577
3,60,1,1,GrowthYield,KAN,8,2,0.575183891,0.579179071,0.71110598
3,60,1,1,DoublingTime,KAN,16,3,0.556692765,0.187672852,0.225647695
3,60,1,1,GrowthYield,KAN,16,3,0.564553604,0.880473449,1.163718872
3,60,1,1,DoublingTime,TET,0.3,1,0.353240294,0.123813826,0.15332175
3,60,1,1,GrowthYield,TET,0.3,1,0.512658917,0.260294421,0.320114736
3,60,1,1,DoublingTime,TET,0.6,2,0.24669984,0.177576476,0.234589769
3,60,1,1,GrowthYield,TET,0.6,2,0.575207771,0.549355339,0.691374242
3,60,1,1,DoublingTime,TET,1.25,3,0.654421301,0.217002522,0.271520244
3,60,1,1,GrowthYield,TET,1.25,3,0.636624745,0.817419268,0.996306969
3,60,1,1,DoublingTime,TRIM,0.125,1,0.434888531,0.118166273,0.154025833
3,60,1,1,GrowthYield,TRIM,0.125,1,0.628846289,0.467627464,0.592380896
3,60,1,1,DoublingTime,TRIM,0.25,2,0.453339881,0.115673441,0.157315849
3,60,1,1,GrowthYield,TRIM,0.25,2,0.649705757,0.634511071,0.751801195
3,60,1,1,DoublingTime,TRIM,0.5,3,0.346348671,0.130950887,0.166784833
3,60,1,1,GrowthYield,TRIM,0.5,3,0.678566957,0.807826528,1.025920337
3,60,1,2,DoublingTime,NoAntimicrbial,NA,2,0.457707483,0.189328849,0.259877538
3,60,1,2,GrowthYield,NoAntimicrbial,NA,2,0.39947013,0.412517313,0.587722711
3,60,1,2,DoublingTime,CAM,0.5,1,0.148644991,0.111947339,0.134727026
3,60,1,2,GrowthYield,CAM,0.5,1,0.414493384,0.163031539,0.201984546
3,60,1,2,DoublingTime,CAM,1,2,0.049455606,0.107800262,0.132879955
3,60,1,2,GrowthYield,CAM,1,2,0.410003805,0.228034815,0.302470412
3,60,1,2,DoublingTime,CAM,2,3,0.314142137,0.153979475,0.214949293
3,60,1,2,GrowthYield,CAM,2,3,0.529542567,0.398155375,0.535658613
3,60,1,2,DoublingTime,CIP,0.002,1,0.236292892,0.091255587,0.125540363
3,60,1,2,GrowthYield,CIP,0.002,1,0.179964228,0.179034897,0.231606152
3,60,1,2,DoublingTime,CIP,0.004,2,0.27642906,0.125333954,0.164908643
3,60,1,2,GrowthYield,CIP,0.004,2,0.335652812,0.38790505,0.488267406
3,60,1,2,DoublingTime,CIP,0.008,3,0.140665179,0.094009505,0.120581052
3,60,1,2,GrowthYield,CIP,0.008,3,0.601515536,0.588138726,0.75939705
3,60,1,2,DoublingTime,CTX,0.5,1,0.296641928,0.106570248,0.134612705
3,60,1,2,GrowthYield,CTX,0.5,1,0.71653236,0.728896258,0.957691525
3,60,1,2,DoublingTime,CTX,1,2,0.377041991,0.097375918,0.112135687
3,60,1,2,GrowthYield,CTX,1,2,0.730693379,0.771762934,0.976337041
3,60,1,2,DoublingTime,CTX,2,3,0.530702711,0.112238194,0.140472145
3,60,1,2,GrowthYield,CTX,2,3,0.707687039,0.843054764,1.030014747
3,60,1,2,DoublingTime,KAN,4,1,0.062645314,0.087123234,0.109134019
3,60,1,2,GrowthYield,KAN,4,1,0.45238064,0.31802042,0.408310807
3,60,1,2,DoublingTime,KAN,8,2,0.471459883,0.116768334,0.158443445
3,60,1,2,GrowthYield,KAN,8,2,0.656857919,0.592464957,0.724700882
3,60,1,2,DoublingTime,KAN,16,3,0.617301738,0.182381537,0.245817533
3,60,1,2,GrowthYield,KAN,16,3,0.667880944,0.914528413,1.137509557
3,60,1,2,DoublingTime,TET,0.3,1,0.414333839,0.122892079,0.163014246
3,60,1,2,GrowthYield,TET,0.3,1,0.52750262,0.261463089,0.339157034
3,60,1,2,DoublingTime,TET,0.6,2,0.287523813,0.175107833,0.23991271
3,60,1,2,GrowthYield,TET,0.6,2,0.565679333,0.540179205,0.753246317
3,60,1,2,DoublingTime,TET,1.25,3,0.649833223,0.210102518,0.304484126
3,60,1,2,GrowthYield,TET,1.25,3,0.568576304,0.792749814,1.10453811
3,60,1,2,DoublingTime,TRIM,0.125,1,0.329823253,0.117313289,0.164760607
3,60,1,2,GrowthYield,TRIM,0.125,1,0.501623918,0.446762425,0.639698254
3,60,1,2,DoublingTime,TRIM,0.25,2,0.536547523,0.117215757,0.14578679
3,60,1,2,GrowthYield,TRIM,0.25,2,0.470769402,0.59369279,0.836039132
3,60,1,2,DoublingTime,TRIM,0.5,3,0.321387797,0.128356499,0.166497055
3,60,1,2,GrowthYield,TRIM,0.5,3,0.598070401,0.767268561,1.076024229
3,60,1,3,DoublingTime,NoAntimicrbial,NA,2,0.387742166,0.190752397,0.238262958
3,60,1,3,GrowthYield,NoAntimicrbial,NA,2,0.401418278,0.415133521,0.54873397
3,60,1,3,DoublingTime,CAM,0.5,1,0.195231565,0.11059185,0.134884604
3,60,1,3,GrowthYield,CAM,0.5,1,0.348573135,0.163145731,0.203313055
3,60,1,3,DoublingTime,CAM,1,2,0.134064437,0.109676625,0.13025679
3,60,1,3,GrowthYield,CAM,1,2,0.39823801,0.229469802,0.30620533
3,60,1,3,DoublingTime,CAM,2,3,0.310856962,0.157985295,0.197759699
3,60,1,3,GrowthYield,CAM,2,3,0.566844376,0.413288864,0.512757785
3,60,1,3,DoublingTime,CIP,0.002,1,0.26426912,0.09391379,0.117173265
3,60,1,3,GrowthYield,CIP,0.002,1,0.224403699,0.178915969,0.240326359
3,60,1,3,DoublingTime,CIP,0.004,2,0.24985093,0.126448953,0.161911525
3,60,1,3,GrowthYield,CIP,0.004,2,0.341620584,0.384799907,0.495296166
3,60,1,3,DoublingTime,CIP,0.008,3,0.283140675,0.09686406,0.122606436
3,60,1,3,GrowthYield,CIP,0.008,3,0.545688192,0.590462533,0.755905595
3,60,1,3,DoublingTime,CTX,0.5,1,0.375133133,0.10158299,0.151127128
3,60,1,3,GrowthYield,CTX,0.5,1,0.718769074,0.725342417,0.960707147
3,60,1,3,DoublingTime,CTX,1,2,0.413948778,0.09363505,0.135868403
3,60,1,3,GrowthYield,CTX,1,2,0.706197258,0.766826124,1.014050394
3,60,1,3,DoublingTime,CTX,2,3,0.486627331,0.104544975,0.163686297
3,60,1,3,GrowthYield,CTX,2,3,0.689481029,0.797488929,1.087180097
3,60,1,3,DoublingTime,KAN,4,1,-2.86E-04,0.086220936,0.115803794
3,60,1,3,GrowthYield,KAN,4,1,0.31249711,0.309073744,0.450900336
3,60,1,3,DoublingTime,KAN,8,2,0.39845519,0.116740047,0.152964199
3,60,1,3,GrowthYield,KAN,8,2,0.5225863,0.552206397,0.785271732
3,60,1,3,DoublingTime,KAN,16,3,0.531355454,0.183633965,0.242953128
3,60,1,3,GrowthYield,KAN,16,3,0.499050397,0.882880483,1.191675241
3,60,1,3,DoublingTime,TET,0.3,1,0.404921543,0.122856536,0.162198856
3,60,1,3,GrowthYield,TET,0.3,1,0.564822355,0.255646851,0.339192672
3,60,1,3,DoublingTime,TET,0.6,2,0.420341294,0.181755996,0.207850368
3,60,1,3,GrowthYield,TET,0.6,2,0.631889579,0.558356855,0.654657897
3,60,1,3,DoublingTime,TET,1.25,3,0.704312355,0.223635998,0.270163562
3,60,1,3,GrowthYield,TET,1.25,3,0.637224747,0.828715486,0.9971063
3,60,1,3,DoublingTime,TRIM,0.125,1,0.462898826,0.121411152,0.160841654
3,60,1,3,GrowthYield,TRIM,0.125,1,0.566499927,0.461937467,0.623078258
3,60,1,3,DoublingTime,TRIM,0.25,2,0.534036647,0.120886787,0.147714739
3,60,1,3,GrowthYield,TRIM,0.25,2,0.551928011,0.603123454,0.880730892
3,60,1,3,DoublingTime,TRIM,0.5,3,0.455209659,0.127988995,0.169977112
3,60,1,3,GrowthYield,TRIM,0.5,3,0.641131531,0.777868151,1.066188856
3,60,1,4,DoublingTime,NoAntimicrbial,NA,2,0.385532611,0.186133298,0.259500111
3,60,1,4,GrowthYield,NoAntimicrbial,NA,2,0.451369928,0.425596154,0.544299324
3,60,1,4,DoublingTime,CAM,0.5,1,0.106323478,0.108229773,0.142973302
3,60,1,4,GrowthYield,CAM,0.5,1,0.353766328,0.154730833,0.235132011
3,60,1,4,DoublingTime,CAM,1,2,0.218559086,0.108340194,0.136447848
3,60,1,4,GrowthYield,CAM,1,2,0.397166749,0.232961767,0.295326883
3,60,1,4,DoublingTime,CAM,2,3,0.362130933,0.159037841,0.20452181
3,60,1,4,GrowthYield,CAM,2,3,0.519640371,0.404107687,0.502976227
3,60,1,4,DoublingTime,CIP,0.002,1,0.244931677,0.095653585,0.119578255
3,60,1,4,GrowthYield,CIP,0.002,1,0.194921016,0.182354854,0.228192266
